2518598;24820;
2519106;24813;
2519614;24790;
2520122;24770;
2520630;24653;
2521138;24635;
2521646;24624;
2522154;24615;
2522662;24615;
2523170;24612;
2523678;24603;
2524186;24597;
2524694;24606;
2525202;24602;
2525710;24609;
2526218;24623;
2526726;24606;
2527235;24597;
2527743;24558;
2528251;24554;
2528759;24516;
2529267;24509;
2529775;24500;
2530283;24482;
2530791;24472;
2531299;24453;
2531807;24507;
2532315;24560;
2532823;24587;
2533331;24656;
2533839;24642;
2534347;24674;
2534855;24639;
2535364;24591;
2535872;24471;
2536380;24457;
2536888;24322;
2537396;24329;
2537904;24273;
2538412;24237;
2538920;24107;
2539428;23387;
2539936;23346;
2540444;22353;
2540952;22261;
2541460;21814;
2541968;21470;
2542476;21305;
2542984;21180;
2543493;21191;
2544001;21808;
2544509;21952;
2545017;22527;
2545525;23488;
2546033;23578;
2546541;24274;
2547049;24266;
2547557;24334;
2548065;24379;
2548573;24378;
2549081;24467;
2549589;24461;
2550097;24588;
2550605;24602;
2551113;24659;
2551622;24661;
2552130;24663;
2552638;24643;
2553146;24646;
2553654;24524;
2554162;24511;
2554670;24626;
2555178;24593;
2555686;24627;
2556194;24605;
2556702;24608;
2557210;24517;
2557718;24485;
2558226;24543;
2558735;24535;
2559243;24625;
2559751;24622;
2560259;24580;
2560767;24534;
2561275;24523;
2561783;24464;
2562291;24499;
2562799;24543;
2563307;24547;
2563815;24575;
2564324;24562;
2564832;24564;
2565340;24565;
2565848;24576;
2566356;24627;
2566864;24626;
2567372;24659;
2567880;24713;
2568388;24702;
2568896;24743;
2569405;24746;
2569913;24752;
2570421;24790;
2570929;24794;
2571437;24828;
2571945;24831;
2572453;24847;
2572961;24794;
2573470;24777;
2573978;24775;
2574486;24762;
2574994;24763;
2575502;24773;
2576010;24786;
2576518;24788;
