2425629;19032;
2426137;19045;
2426645;19039;
2427153;19044;
2427661;19032;
2428169;19028;
2428677;18966;
2429185;18852;
2429693;18851;
2430201;18829;
2430709;18773;
2431217;18634;
2431725;18602;
2432233;18657;
2432741;18642;
2433249;18514;
2433757;18391;
2434265;18425;
2434773;18365;
2435281;18236;
2435789;18121;
2436297;18143;
2436805;18141;
2437313;18140;
2437821;18114;
2438329;18126;
2438837;18134;
2439345;18134;
2439853;18227;
2440361;18295;
2440869;18328;
2441377;18418;
2441885;18436;
2442393;18543;
2442901;18588;
2443409;18635;
2443917;18709;
2444425;18790;
2444933;18952;
2445441;18953;
2445949;18951;
2446457;18964;
2446965;18998;
2447473;19009;
2447981;19025;
2448489;19098;
2448997;19100;
2449505;19151;
2450013;19147;
2450521;19162;
2451029;19174;
2451537;19180;
2452045;19182;
2452553;19178;
2453061;19191;
2453569;19188;
2454077;19184;
2454585;19232;
2455093;19236;
2455601;19258;
2456109;19286;
2456617;19338;
2457125;19385;
2457633;19388;
2458141;19417;
2458649;19428;
2459157;19445;
2459665;19472;
2460173;19486;
2460681;19499;
2461190;19501;
2461698;19487;
2462206;19499;
2462714;19511;
2463222;19512;
2463730;19515;
2464238;19489;
2464746;19476;
2465254;19513;
2465762;19535;
2466270;19549;
2466778;19532;
2467286;19546;
2467794;19551;
2468302;19553;
2468810;19576;
2469318;19565;
2469826;19570;
2470334;19562;
2470842;19561;
2471350;19536;
2471858;19525;
2472366;19468;
2472874;19464;
2473382;19477;
2473890;19472;
2474398;19461;
2474906;19479;
2475414;19460;
2475922;19418;
2476430;19402;
2476938;19408;
2477447;19412;
2477955;19432;
2478463;19422;
2478971;19425;
2479479;19397;
2479987;19396;
2480495;19344;
2481003;19295;
2481511;19306;
2482019;19242;
2482527;19248;
2483035;19223;
2483543;19210;
2484051;19210;
2484559;19223;
2485067;19222;
2485575;19253;
2486083;19290;
2486591;19297;
2487099;19374;
2487607;19372;
2488115;19390;
2488623;19379;
2489131;19375;
2489640;19375;
2490148;19369;
2490656;19368;
2491164;19340;
2491672;19341;
2492180;19284;
2492688;19272;
2493196;19043;
2493704;19000;
2494212;19006;
2494720;18988;
2495228;19101;
2495737;19226;
2496245;19215;
