1820113;23896;
1820621;23889;
1821129;23892;
1821637;23973;
1822145;24014;
1822653;24060;
1823161;24074;
1823669;24067;
1824177;24087;
1824685;24069;
1825193;24078;
1825701;24068;
1826209;24081;
1826717;24111;
1827225;24124;
1827733;24150;
1828241;24150;
1828749;24162;
1829257;24202;
1829765;24214;
1830273;24212;
1830781;24222;
1831289;24232;
1831797;24246;
1832305;24267;
1832813;24273;
1833321;24275;
1833829;24287;
1834337;24282;
1834845;24292;
1835353;24272;
1835861;24234;
1836369;24228;
1836877;24156;
1837385;24167;
1837893;24149;
1838401;24121;
1838909;24124;
1839417;24138;
1839925;24114;
1840433;24116;
1840942;24119;
1841450;24106;
1841958;24125;
1842466;24106;
1842974;24109;
1843482;24099;
1843990;24087;
1844498;24086;
1845006;24091;
1845514;24094;
1846022;24105;
1846530;24095;
1847038;24131;
1847546;24186;
1848054;24183;
1848562;24195;
1849070;24178;
1849579;24165;
1850087;24173;
1850595;24183;
1851103;24211;
1851611;24212;
1852119;24219;
1852627;24252;
1853135;24229;
1853643;24276;
1854151;24275;
1854659;24290;
1855167;24301;
1855675;24307;
1856184;24288;
1856692;24311;
1857200;24300;
1857708;24262;
1858216;24258;
1858724;24253;
1859232;24265;
1859740;24253;
1860248;24229;
1860756;24253;
1861264;24250;
1861772;24226;
1862281;24227;
1862789;24248;
1863297;24240;
1863805;24255;
1864313;24280;
1864821;24263;
1865329;24275;
1865837;24263;
1866345;24264;
1866853;24244;
1867361;24287;
1867869;24284;
1868378;24260;
1868886;24286;
1869394;24278;
1869902;24293;
1870410;24304;
1870918;24302;
1871426;24316;
1871934;24319;
1872442;24322;
1872950;24332;
1873458;24355;
1873967;24329;
1874475;24335;
1874983;24346;
1875491;24348;
1875999;24342;
1876507;24371;
1877015;24381;
1877523;24381;
1878031;24390;
1878539;24394;
1879047;24407;
1879556;24430;
1880064;24416;
1880572;24422;
1881080;24449;
1881588;24451;
1882096;24451;
1882604;24455;
1883112;24453;
1883621;24444;
1884129;24415;
1884637;24411;
1885145;24405;
1885653;24387;
1886161;24392;
1886669;24391;
1887177;24398;
1887685;24397;
1888193;24399;
1888701;24404;
1889210;24413;
1889718;24414;
1890226;24426;
1890734;24422;
1891242;24442;
1891750;24428;
1892258;24433;
1892766;24472;
1893274;24450;
1893783;24467;
1894291;24455;
1894799;24423;
1895307;24428;
1895815;24357;
1896323;24318;
1896831;24331;
1897339;24312;
1897848;24309;
1898356;24293;
1898864;24278;
1899372;24292;
1899880;24307;
1900388;24316;
1900896;24304;
1901404;24280;
1901913;24271;
