88628422;25219;
88628931;25219;
88629439;25215;
88629947;25281;
88630456;25319;
88630964;25268;
88631473;25215;
88631981;25196;
88632489;25062;
88632998;25063;
88633506;25023;
88634014;25026;
88634523;25042;
88635031;25050;
88635539;25038;
88636048;25058;
88636556;25062;
88637065;25029;
88637573;25004;
88638081;24966;
88638590;24926;
88639098;24942;
88639606;24964;
88640115;24950;
88640623;25063;
88641132;25044;
88641640;25101;
88642148;25121;
88642657;25197;
88643165;25197;
88643674;25234;
88644182;25227;
88644690;25270;
88645199;25289;
88645707;25259;
88646215;25252;
88646724;25223;
88647232;25210;
88647741;25199;
88648249;25195;
88648757;25170;
88649266;25192;
88649774;25193;
88650283;25172;
88650791;25165;
88651299;25149;
88651808;25192;
88652316;25218;
88652824;25193;
88653333;25197;
88653841;25232;
88654350;25269;
88654858;25259;
88655366;25270;
88655875;25261;
88656383;25362;
88656891;25369;
88657400;25366;
88657908;25332;
88658417;25395;
88658925;25428;
88659433;25401;
88659942;25441;
88660450;25411;
88660959;25464;
88661467;25467;
88661976;25491;
88662484;25531;
88662992;25533;
88663501;25502;
88664009;25494;
88664518;25469;
88665026;25473;
88665535;25478;
88666043;25509;
88666551;25504;
88667060;25563;
88667568;25562;
88668077;25560;
88668585;25566;
88669093;25521;
88669602;25540;
88670110;25482;
88670619;25508;
88671127;25411;
88671635;25395;
88672144;25379;
88672652;25362;
88673161;25387;
88673669;25396;
88674178;25354;
88674686;25332;
88675194;25325;
88675703;25361;
88676211;25257;
88676720;25248;
88677228;25250;
88677736;25311;
88678245;25327;
88678753;25377;
88679262;25357;
88679770;25339;
88680278;25347;
88680787;25327;
88681295;25266;
88681804;25267;
88682312;25218;
88682821;25206;
88683329;25244;
88683837;25293;
88684346;25317;
88684854;25351;
88685363;25338;
88685871;25380;
88686380;25398;
88686888;25393;
88687396;25372;
88687905;25346;
88688413;25387;
88688922;25384;
88689430;25400;
88689939;25423;
88690447;25401;
88690955;25431;
88691464;25425;
88691972;25342;
88692481;25301;
88692989;25250;
88693498;25261;
88694006;25282;
88694514;25308;
88695023;25334;
88695531;25358;
88696040;25355;
88696548;25423;
88697057;25445;
88697565;25431;
88698073;25462;
88698582;25433;
88699090;25402;
88699599;25398;
88700107;25500;
88700616;25563;
88701124;25516;
88701632;25492;
88702141;25491;
88702649;25338;
88703158;25329;
