2425628;14561;
2426136;14551;
2426644;14555;
2427152;14552;
2427660;14555;
2428168;14570;
2428676;14461;
2429184;14254;
2429692;14278;
2430200;14210;
2430708;14147;
2431216;13977;
2431724;13930;
2432232;14035;
2432740;14008;
2433248;13791;
2433756;13677;
2434264;13694;
2434772;13639;
2435280;13630;
2435788;13518;
2436296;13565;
2436804;13543;
2437312;13531;
2437820;13509;
2438328;13512;
2438836;13580;
2439344;13587;
2439852;13716;
2440360;13786;
2440868;13812;
2441376;13963;
2441884;13950;
2442392;14103;
2442900;14139;
2443408;14214;
2443916;14306;
2444424;14376;
2444932;14531;
2445440;14523;
2445948;14524;
2446456;14523;
2446964;14574;
2447472;14611;
2447980;14621;
2448488;14659;
2448996;14661;
2449504;14669;
2450012;14676;
2450520;14667;
2451028;14675;
2451536;14671;
2452044;14688;
2452552;14699;
2453060;14696;
2453568;14715;
2454076;14722;
2454584;14801;
2455092;14812;
2455600;14878;
2456108;14911;
2456616;14927;
2457124;14959;
2457632;14954;
2458140;14980;
2458648;14965;
2459156;15002;
2459664;14998;
2460173;14996;
2460681;15025;
2461189;15028;
2461697;15050;
2462205;15037;
2462713;15049;
2463221;15028;
2463729;15035;
2464237;15067;
2464745;15055;
2465253;15065;
2465761;15107;
2466269;15104;
2466777;15092;
2467285;15090;
2467793;15117;
2468301;15104;
2468809;15111;
2469317;15125;
2469825;15100;
2470333;15098;
2470841;15075;
2471349;15016;
2471857;14997;
2472365;14943;
2472873;14927;
2473381;14994;
2473889;14988;
2474397;14982;
2474905;14997;
2475413;14984;
2475921;14944;
2476429;14925;
2476938;14901;
2477446;14899;
2477954;14922;
2478462;14917;
2478970;14911;
2479478;14875;
2479986;14878;
2480494;14826;
2481002;14793;
2481510;14783;
2482018;14728;
2482526;14724;
2483034;14711;
2483542;14694;
2484050;14701;
2484558;14712;
2485066;14727;
2485574;14764;
2486082;14793;
2486590;14811;
2487098;14901;
2487606;14920;
2488114;14933;
2488622;14911;
2489131;14899;
2489639;14870;
2490147;14866;
2490655;14864;
2491163;14843;
2491671;14828;
2492179;14472;
2492687;14461;
2493195;14428;
2493703;14437;
2494211;14533;
2494719;14644;
2495228;14685;
2495736;14697;
2496244;14696;
